Title,Link,Abstract,Author Keywords,Index Keywords
"Continous updating and refinement of land cover data product","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992342806&doi=10.11834%2fjrs.20166250&partnerID=40&md5=b7962d10c4829ccd3dc53aaca8ce46a3","In the past years, the land cover community has strived to develop and supply more datasets at different spatial scales (e.g., regional, national, or global) with increasing spatial-temporal resolutions and improved classification accuracy. Although these data products have been widely applied in climate change studies, environmental monitoring, sustainable development, and many other societal benefit areas, the user communities constantly propose new demands, such as additional land cover classes, up-to-date time series, and consistency among different datasets. Therefore, the continuous updating and content refinement of land cover data products have become key objectives of the land cover community. The updating and refinement of land cover data products differ from their original creation. Change detection with remotely sensed imagery is a major approach for updating a large area land cover, and the rapidly increasing crowdsourcing information provides another valuable resource. However, as a technical challenge is that no existing change detection algorithm can be applied to all kinds of imageries and geographic regions because of the extremely complex spectral heterogeneity of land cover classes. Therefore, an efficient change detection approach with the consideration of the existing land cover datasets needs to be developed. One cuttingedge issue is to integrate the imagery-based change intensity measurement with prior knowledge represented by existing land cover datasets. Change detection for time series imagery is moving from the comparison of two neighboring points to global trend analysis. The coupling of SAR and infrared images with multispectral images needs to be explored from several aspects, such as relative radiometric correction, spectral matching, and temporal-spatial data fusion. Another key challenge comes from the rational utilization of crowdsourcing information for updating and refining land cover. Crowdsourcing information may differ in terms of data contents, position accuracy, spatial-temporal resolution, and uncertainty, and hence, previous studies have aimed to develop appropriate methods and techniques for evaluating volunteered data quality, discovering useful information from deep web, extracting incremental changes, and integrating multi-source datasets. The increasing amount of freely accessible remote sensing data has increased the data intensiveness of the generating future land cover data products. Specific tools and systems must be designed and developed to support the updating and refining of large area land cover. One of these tools is an online land cover updating system that allows users to execute web-based land cover change detection and processing in an open web environment. The key issues in using this tool include domain-knowledge-based change detection service modeling and dynamic service composition. Data Cube is another system that has a flexible classification concept, but this tool is still under investigation. Nevertheless, this tool is expected to facilitate the on-demand extraction of land cover classes with deep learning and other data mining algorithms. © 2016, Science Press. All right reserved.","Change detection; Crowdsourcing; Land cover; Remote sensed data product; Updating","Classification (of information); Climate change; Crowdsourcing; Data fusion; Image matching; Infrared imaging; Knowledge based systems; Refining; Remote sensing; Signal detection; Sustainable development; Time series; Time series analysis; Change detection; Change detection algorithms; Dynamic service composition; Environmental Monitoring; Land cover; Relative radiometric correction; Remote sensed data; Updating; Data mining"
"Scene classification using multi-scale deeply described visual words","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979619476&doi=10.1080%2f01431161.2016.1207266&partnerID=40&md5=8139367d7c2da5702adc2a9a7cd92eaf","ABSTRACT: This article presents a deep learning-based Multi-scale Bag-of-Visual Words (MBVW) representation for scene classification of high-resolution aerial imagery. Specifically, the convolutional neural network (CNN) is introduced to learn and characterize the complex local spatial patterns at different scales. Then, the learnt deep features are exploited in a novel way to generate visual words. Moreover, the MBVW representation is constructed using the statistics of the visual word co-occurrences at different scales, which are derived from a training data set. We apply our technique to the challenging aerial scene data set: the University of California (UC) Merced data set consisting of 21 different aerial scene categories with sub-metre resolution. The experimental results show that the statistics of deeply described visual words can characterize the scene well and improve classification accuracy. It demonstrates that the proposed method is highly effective in the scene classification of high-resolution remote-sensing imagery. © 2016 Informa UK Limited, trading as Taylor & Francis Group.",,"Abstracting; Aerial photography; Deep learning; Neural networks; Remote sensing; Uranium compounds; Bag-of-visual words; Classification accuracy; Convolutional Neural Networks (CNN); High resolution aerial imagery; High resolution remote sensing imagery; Scene classification; Training data sets; University of California; Antennas; artificial neural network; image classification; image resolution; imagery; remote sensing; California; United States"
"Development of an automated system for building detection from high-resolution satellite images","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988005943&doi=10.1109%2fEORSA.2016.7552806&partnerID=40&md5=c395d451ed982be73d0c1e5d3b201f35","Detail information of human settlements is crucial for development issues, such as public health, energy development, and disaster risk management. While the methodologies of settlement mapping in urban areas have been developed well, there are still few studies on settlement mapping in rural areas and villages, which are important for urban development in regard to connectivity of development impacts. For the settlement mapping of rural areas and villages, we developed a system of automated building detection from high-resolution satellite images which are provided from Bing Maps. The algorithm of building detection is based on the Convolutional Neural Network, a well-known deep learning method for image recognition. Because the amount of satellite images is enormous, we implemented the algorithm with a high-performance computing with massive parallel processing on the Data Integration and Analysis System (DIAS) in the University of Tokyo. We demonstrated the building detection using the developed system for Yangon, Myanmar. © 2016 IEEE.","building detection; deep learning; high-performance computing; high-resolution satellite images","Automation; Buildings; Data handling; Data integration; Health risks; Image recognition; Mapping; Neural networks; Observatories; Remote sensing; Risk management; Satellites; Urban growth; Automated buildings; Building detection; Convolutional neural network; Deep learning; Development impacts; High performance computing; High resolution satellite images; University of Tokyo; Rural areas"
"Remote sensing image fusion based on Deep Support Value Learning Networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982214191&doi=10.11897%2fSP.J.1016.2016.01583&partnerID=40&md5=96ae2dd39507dfa19df5189c18751607","A novel method based on Deep Support Value Learning Networks (DSVL Nets) is proposed for fusion of remote sensing images. The loss function based on structural risk minimization is used in the training of deep learning network. In order to avoid the loss of information, we abandon the downsampling of feature mapping layer of traditional convolution neural network. The DSVL Nets contains five hidden layers, where each layer consists of convolution layer and linear layer. And each layer provides a redundant transform which is multi-scale, multi-direction, anisotropy and non-subsampled. All convolution layers and the fifth linear layer are regarded as the outputs of DSVL Nets. The convolution layers images are fused by abs-maximum model. The linear layer images are sparsely represented on overcomplete dictionary, and then the coefficients are fused by abs-maximum model. The fused convolution layers images and the linear layer image are reconstructed, and one can obtain the fused result image. Some experiments are taken on several QuickBird and Geoeye satellite datasets. Compared with PCA, AWLP, PN-TSSC and SVT, the experimental results show that the proposed method outperforms some related pan-sharpening approaches in both visual results and numerical guidelines, and reduces the distortion in both the spectral and spatial domain. © 2016, Science Press. All right reserved.","Convolutional neural networks; Deep learning; Deep support value learning networks; Machine learning; Overcomplete dictionary; Remote sensing image fusion","Artificial intelligence; Convolution; Image reconstruction; Learning systems; Neural networks; Numerical methods; Remote sensing; Convolutional neural network; Deep learning; Learning network; Over-complete dictionaries; Remote sensing images; Image fusion"
"Deep feature learning for hyperspectral image classification and land cover estimation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988487454&partnerID=40&md5=008c83697f81cbf99ccf3decba29364b","The differences in spatial sampling between field measurements and remote-sensing imagery can hinder the exploitation of contemporary data. When the field-based sampling is higher than airborne and spaceborne imagery, each pixel is naturally associated with multiple pixels due to the multiplexing of the reflectances of different materials. To address this scale inconsistency, we propose the introduction of the multi-label classification framework where classifiers are trained to predict multiple labels per pixel. Furthermore, instead of relying on raw hyperspectral measurements for the classification process, we investigate the Stacked Sparse Autoencoders framework, an example of a deep learning network, for descriptive feature extraction. To validate the merits of the proposed scheme, we consider real data from the Hyperion instrument on-board the EO-1 and NYC land cover data from 2010.","Feature learning; Hyperspectral; Multi-label classification","Classification (of information); Feature extraction; Learning systems; Pixels; Remote sensing; Spectroscopy; Classification process; Deep feature learning; Feature learning; HyperSpectral; Hyperspectral image classification; Hyperspectral measurements; Multi label classification; Remote sensing imagery; Image classification"
"Machine learning approaches to corn yield estimation using satellite images and climate data: A case of Iowa State","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988958512&doi=10.7848%2fksgpc.2016.34.4.383&partnerID=40&md5=cdc43316d985c4aa5b2efca2b14ba12a","Remote sensing data has been widely used in the estimation of crop yields by employing statistical methods such as regression model. Machine learning, which is an efficient empirical method for classification and prediction, is another approach to crop yield estimation. This paper described the corn yield estimation in Iowa State using four machine learning approaches such as SVM (Support Vector Machine), RF (Random Forest), ERT (Extremely Randomized Trees) and DL (Deep Learning). Also, comparisons of the validation statistics among them were presented. To examine the seasonal sensitivities of the corn yields, three period groups were set up: (1) MJJAS (May to September), (2) JA (July and August) and (3) OC (optimal combination of month). In overall, the DL method showed the highest accuracies in terms of the correlation coefficient for the three period groups. The accuracies were relatively favorable in the OC group, which indicates the optimal combination of month can be significant in statistical modeling of crop yields. The differences between our predictions and USDA (United States Department of Agriculture) statistics were about 6-8 %, which shows the machine learning approaches can be a viable option for crop yield modeling. In particular, the DL showed more stable results by overcoming the overfitting problem of generic machine learning methods.","Climate data; Crop yield; Machine learning; Remote sensing","crop yield; machine learning; maize; regression analysis; remote sensing; satellite imagery; seasonal variation; Iowa; United States; Zea mays"
"A survey on object detection in optical remote sensing images","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961970561&doi=10.1016%2fj.isprsjprs.2016.03.014&partnerID=40&md5=559d930d637c87155d991d36b271de74","Object detection in optical remote sensing images, being a fundamental but challenging problem in the field of aerial and satellite image analysis, plays an important role for a wide range of applications and is receiving significant attention in recent years. While enormous methods exist, a deep review of the literature concerning generic object detection is still lacking. This paper aims to provide a review of the recent progress in this field. Different from several previously published surveys that focus on a specific object class such as building and road, we concentrate on more generic object categories including, but are not limited to, road, building, tree, vehicle, ship, airport, urban-area. Covering about 270 publications we survey (1) template matching-based object detection methods, (2) knowledge-based object detection methods, (3) object-based image analysis (OBIA)-based object detection methods, (4) machine learning-based object detection methods, and (5) five publicly available datasets and three standard evaluation metrics. We also discuss the challenges of current studies and propose two promising research directions, namely deep learning-based feature representation and weakly supervised learning-based geospatial object detection. It is our hope that this survey will be beneficial for the researchers to have better understanding of this research field. © 2016 International Society for Photogrammetry and Remote Sensing, Inc. (ISPRS).","Deep learning; Machine learning; Object detection; Object-based image analysis (OBIA); Optical remote sensing images; Template matching; Weakly supervised learning","Antennas; Artificial intelligence; Computer vision; Deep learning; Knowledge based systems; Learning systems; Object recognition; Remote sensing; Roads and streets; Supervised learning; Surveys; Template matching; Feature representation; Geo-spatial objects; Object based image analysis (OBIA); Object detection method; Optical remote sensing; Satellite image analysis; Standard evaluations; Weakly supervised learning; Object detection"
"Semantic Labeling of Aerial and Satellite Imagery","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978858032&doi=10.1109%2fJSTARS.2016.2582921&partnerID=40&md5=9af7d3f9c2c6cdcf16fc575781589c9f","Inspired by the recent success of deep convolutional neural networks (CNNs) and feature aggregation in the field of computer vision and machine learning, we propose an effective approach to semantic pixel labeling of aerial and satellite imagery using both CNN features and hand-crafted features. Both CNN and hand-crafted features are applied to dense image patches to produce per-pixel class probabilities. Conditional random fields (CRFs) are applied as a postprocessing step. The CRF infers a labeling that smooths regions while respecting the edges present in the imagery. The combination of these factors leads to a semantic labeling framework which outperforms all existing algorithms on the International Society of Photogrammetry and Remote Sensing (ISPRS) two-dimensional Semantic Labeling Challenge dataset. We advance state-of-the-art results by improving the overall accuracy to $88\%$ on the ISPRS Semantic Labeling Contest. In this paper, we also explore the possibility of applying the proposed framework to other types of data. Our experimental results demonstrate the generalization capability of our approach and its ability to produce accurate results. © 2008-2012 IEEE.","Aerial imagery; conditional random fields; convolutional neural networks; deep learning; satellite imagery and remote sensing; semantic labeling","Artificial intelligence; Computer vision; Image segmentation; Learning systems; Neural networks; Pixels; Random processes; Remote sensing; Semantics; Class probabilities; Conditional Random Fields(CRFs); Convolutional neural network; Effective approaches; Feature aggregation; Generalization capability; International society; Overall accuracies; Satellite imagery; aerial photography; algorithm; artificial neural network; photogrammetry; remote sensing; satellite imagery"
"Greedy deep dictionary learning for hyperspectral image classification","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037547056&doi=10.1109%2fWHISPERS.2016.8071740&partnerID=40&md5=fe1223c9641a1a7f8cb01cb9cf702ca7","In this work we propose a new deep learning tool - deep dictionary learning. We give an alternate neural network type interpretation to dictionary learning. Based on this, we build a deep architecture by cascading one dictionary after the other. The learning proceeds in a greedy fashion, therefore for each level we only need to learn a single layer of dictionary - time tested tools are there to solve this problem. We compare our approach to the deep belief network (DBN) and stacked autoencoder (SAE) based techniques for hyperspectral image classification. We find that in the practical scenario, when the training data is limited, our method outperforms the more established tools like SAE and DBN. © 2016 IEEE.","Classification; Deep Learning; Dictionary Learning","Classification (of information); Image classification; Remote sensing; Spectroscopy; Deep architectures; Deep belief network (DBN); Dictionary learning; Single layer; Stacked autoencoder; Training data; Deep learning"
"Deep stacking network with coarse features for hyperspectral image classification","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037539479&doi=10.1109%2fWHISPERS.2016.8071666&partnerID=40&md5=2303b6af489d9223aad86272d90caf58","Hyperspectral image (HSI) classification attracts increasing attentions in remote sensing community for its academic significance and potential wide applications. Although most of used existing 'intelligent' methods extracting the features of original hyperspectral data are based on shallow-layer networks such as neural network (NN) and support vector machine (SVM) for its simplicity in realization, two deep neural networks (DNN), i.e. the deep convolutional network (DCN) and the deep belief network (DBN), have been used for HSI classifications with improved performance, as deep learning recently achieves great success for its ability in deep feature extraction and representations. In this paper, another DNN, a deep stacking network (DSN) based approach with coarse features for hyperspectral image classification is proposed, as its advantages over shadow networks and other deep models in its simplicity and batch-mode learning - not requiring stochastic gradient descent that other DNNs require. In this approach, the inputs to the DSN are coarse features, i.e. coarse spectral features by band reduction, coarse spatial features extracted by PCA from original HSI, or combination of both. The fine deeper features in the hyperspectral data are gradually obtained by employing the nonlinear activation function on the hidden layer nodes of each module, which is different from the current DSN that usually uses linear weights between hidden layer to output layer. A closed limit on its node's input - output is also exerted. The theoretical analysis and experimental results with AVIRIS hyperspectral image have shown that, (1) the proposed DSN approach achieves improved classification performance compared with shadow networks, (2) the new DSN approach with both the coarse spectral feature and coarse spatial feature has higher classification accuracy compared to that with either only, (3) this study has insight of necessity to develop new deep neural network for HSI classification from direct HSI data. © 2016 IEEE.","Classification; Deep stacking network; Hyperspectral image; Logistic regression","Deep neural networks; Hyperspectral imaging; Image classification; Image enhancement; Network layers; Remote sensing; Spectroscopy; Stochastic models; Stochastic systems; Support vector machines; Classification accuracy; Classification performance; Convolutional networks; Deep belief network (DBN); Hyperspectral Data; Logistic regressions; Nonlinear activation functions; Stochastic gradient descent; Classification (of information)"
"Embedded high performance computing for on-board hyperspectral image classification","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037546515&doi=10.1109%2fWHISPERS.2016.8071710&partnerID=40&md5=90046a438d8749a24452b693279633e9","Jetson TK1 is a recently launched embedded application development platform from NVIDIA, which features the Tegra K1 processor and Kepler Graphics Processing Unit (GPU). We envisage that such a system has huge potential for deploying an embedded system for on-board classification of hyperspectral images. We used a convolutional deep neural network for designing a unified model for hyperspectral image classification. Deep convolutional model hierarchically extracts spectral-spatial features from hyperspectral imagery and these features are used by the fully connected layer of neural network to perform pixel level classification of hyperspectral imagery. Our experimental results show that Jetson TK1 based hyperspectral image classification gives promising results and the possibility of having Jetson based embedded platform for on-board classification of hyperspectral images. © 2016 IEEE.","Convolutional neural networks; Deep learning; Hyperspectral image classification; Jetson TK1","Computer graphics; Computer graphics equipment; Convolution; Deep learning; Deep neural networks; Embedded systems; Graphics processing unit; Hyperspectral imaging; Independent component analysis; Network layers; Neural networks; Program processors; Remote sensing; Spectroscopy; Convolutional model; Convolutional neural network; Embedded application; Fully-connected layers; Graphics Processing Unit (GPU); High performance computing; Hyper-spectral imageries; Jetson TK1; Image classification"
"BENCHMARKING DEEP LEARNING FRAMEWORKS for the CLASSIFICATION of VERY HIGH RESOLUTION SATELLITE MULTISPECTRAL DATA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034983308&doi=10.5194%2fisprs-annals-III-7-83-2016&partnerID=40&md5=84e054d573fb555c0904bbe7eaf3c74d","In this paper we evaluated deep-learning frameworks based on Convolutional Neural Networks for the accurate classification of multispectral remote sensing data. Certain state-of-the-art models have been tested on the publicly available SAT-4 and SAT-6 high resolution satellite multispectral datasets. In particular, the performed benchmark included the AlexNet, AlexNet-small and VGG models which had been trained and applied to both datasets exploiting all the available spectral information. Deep Belief Networks, Autoencoders and other semi-supervised frameworks have been, also, compared. The high level features that were calculated from the tested models managed to classify the different land cover classes with significantly high accuracy rates i.e., above 99.9%. The experimental results demonstrate the great potentials of advanced deep-learning frameworks for the supervised classification of high resolution multispectral remote sensing data.","Classification; Convolutional; Data Mining; Land Cover; Land Use; Machine Learning; Neural Networks",
"ESTIMATING CORN YIELD in the United States with MODIS EVI and MACHINE LEARNING METHODS","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048923897&doi=10.5194%2fisprs-annals-III-8-131-2016&partnerID=40&md5=196700ac1dc256f037765d263fc7a6af","Satellite remote sensing is commonly used to monitor crop yield in wide areas. Because many parameters are necessary for crop yield estimation, modelling the relationships between parameters and crop yield is generally complicated. Several methodologies using machine learning have been proposed to solve this issue, but the accuracy of county-level estimation remains to be improved. In addition, estimating county-level crop yield across an entire country has not yet been achieved. In this study, we applied a deep neural network (DNN) to estimate corn yield. We evaluated the estimation accuracy of the DNN model by comparing it with other models trained by different machine learning algorithms. We also prepared two time-series datasets differing in duration and confirmed the feature extraction performance of models by inputting each dataset. As a result, the DNN estimated county-level corn yield for the entire area of the United States with a determination coefficient (R2) of 0.780 and a root mean square error (RMSE) of 18.2 bushels/acre. In addition, our results showed that estimation models that were trained by a neural network extracted features from the input data better than an existing machine learning algorithm.","Artificial Neural Network; Corn Yield; Deep Learning; MODIS EVI; Support Vector Machine; Wavelet Transform",
"Deep learning for remote sensing data: A technical tutorial on the state of the art","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976384382&doi=10.1109%2fMGRS.2016.2540798&partnerID=40&md5=c63a9d2c22ef91e5096cb7f906e2f7f5","Deep-learning (DL) algorithms, which learn the representative and discriminative features in a hierarchical manner from the data, have recently become a hotspot in the machine-learning area and have been introduced into the geoscience and remote sensing (RS) community for RS big data analysis. Considering the low-level features (e.g., spectral and texture) as the bottom level, the output feature representation from the top level of the network can be directly fed into a subsequent classifier for pixel-based classification. As a matter of fact, by carefully addressing the practical demands in RS applications and designing the input""output levels of the whole network, we have found that DL is actually everywhere in RS data analysis: from the traditional topics of image preprocessing, pixel-based classification, and target recognition, to the recent challenging tasks of high-level semantic feature extraction and RS scene understanding. © 2013 IEEE.",,"Big data; Data handling; Data mining; Pixels; Remote sensing; Semantics; Discriminative features; Feature representation; High-level semantic features; Image preprocessing; Low-level features; Pixel based classifications; Remote sensing data; Scene understanding; Deep learning; data assimilation; geology; hierarchical system; machine learning; pixel; remote sensing; teaching"
"Spectral-spatial joint classification method of hyperspectral remote sensing image","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979603345&partnerID=40&md5=8be7e60f2485328f3fb342abefa9e80a","In remote sensing image research area, hyperspectral data classification is a hot topic. In recent years, many study methods for this issue emerge; however, the majority of the methods adopt the shallow layer method to extract the characteristics of original data. In this paper, the deep study method is introduced in the hyperspectral image classification; a new characteristic extraction method and image classification construction based on deep belief network (DBN) is proposed, and used in hyperspectral data analysis. The spectral-spatial feature extraction and classifier are combined together to achieve high classification accuracy. Experiment was carried out using the hyperspectral data; experiment results indicate that the proposed classifier is superior to some current advanced classification methods. In addition, this paper also reveals that the deep learning system has great potential in the study of hyperspectral image classification. © 2016, Science Press. All right reserved.","Deep belief network (DBN); Deep learning; Feature extraction (FE); Hyperspectral image classification","Classification (of information); Extraction; Feature extraction; Image processing; Image reconstruction; Remote sensing; Spectroscopy; Characteristic extraction; Classification accuracy; Deep belief network (DBN); Deep learning; Hyperspectral data analysis; Hyperspectral data classification; Hyperspectral image classification; Hyperspectral Remote Sensing Image; Image classification"
"Hyperspectral remote sensing image chassification using the stacked sparse autoencoder","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970021357&doi=10.3969%2fj.issn.1001-0548.2016.02.012&partnerID=40&md5=10dbdcb1dc167f53bac058660b9350be","To extract rich features of hyperspectral image, this study explores the deep features of the raw data by using a stacked sparse autoencoder in the deep learning theory. First we create a sparse expression of raw hyperspectral image using sparse autoencoder. Then a deep neural network generating the deep features of raw data is built through learning stacked sparse autoencoder layer by layer. In addition, the deep feature-related model parameters are precisely calibrated by the statistical learning algorithm of the support vector machine (SVM). The performance of the experiment indicates that the overall accuracy of classification model based on stacked sparse autoencoder reaches 87.82%, superior to other experimental methods. From our experiments, it follows that the deep learning theory and stacked sparse autoencoder are of high potential in hyperspectral remote sensing image classification. © 2016, Editorial Board of Journal of the University of Electronic Science and Technology of China. All right reserved.","Deep neural network; Feature extraction; Hyperspectral image classification; Stacked sparse autoencoder; Support vector machine (SVM)","Algorithms; Feature extraction; Image processing; Image reconstruction; Learning algorithms; Learning systems; Remote sensing; Spectroscopy; Support vector machines; Auto encoders; Deep neural networks; Experimental methods; Hyper-spectral images; Hyperspectral image classification; Hyperspectral Remote Sensing Image; Overall accuracies; Statistical learning; Image classification"
"Corrigendum to: Road Network Extraction: a Neural-Dynamic Framework Based on Deep Learning and a Finite State Mmachine(International Journal of Remote Sensing, (2015), 36, 12(3144-3169), Doi:10.1080/01431161.2015.1054049)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046509626&doi=10.1080%2f01431161.2016.1162454&partnerID=40&md5=55a437c4dbdbc7cacf605d9ef2b32191",[No abstract available],,
"Novel segmented stacked autoencoder for effective dimensionality reduction and feature extraction in hyperspectral imaging","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961344134&doi=10.1016%2fj.neucom.2015.11.044&partnerID=40&md5=a7520477269edef3d8b7aaa932be459f","Stacked autoencoders (SAEs), as part of the deep learning (DL) framework, have been recently proposed for feature extraction in hyperspectral remote sensing. With the help of hidden nodes in deep layers, a high-level abstraction is achieved for data reduction whilst maintaining the key information of the data. As hidden nodes in SAEs have to deal simultaneously with hundreds of features from hypercubes as inputs, this increases the complexity of the process and leads to limited abstraction and performance. As such, segmented SAE (S-SAE) is proposed by confronting the original features into smaller data segments, which are separately processed by different smaller SAEs. This has resulted in reduced complexity but improved efficacy of data abstraction and accuracy of data classification. © 2016.","Data reduction; Deep learning (DL); Hyperspectral remote sensing; Segmented stacked autoencoder (S-SAE)","Abstracting; Classification (of information); Extraction; Feature extraction; Learning systems; Remote sensing; Spectroscopy; Auto encoders; Data classification; Deep learning; Dimensionality reduction; High-level abstraction; Hyperspectral Imaging; Hyperspectral remote sensing; Reduced complexity; Data reduction; Article; classification algorithm; controlled study; feature extraction; hyperspectral remote sensing; image processing; intermethod comparison; machine learning; measurement accuracy; priority journal; remote sensing; segmented stacked autoencoder"
"High spatial resolution remote sensing image classification based on deep learning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964306850&doi=10.3788%2fAOS201636.0428001&partnerID=40&md5=732769f9ce9f51f35f8076d87c00e92f","A classification method based on deep learning is proposed for the classification of high spatial resolution remote sensing images. The texture features of the images are calculated through nonsubsampled contourlet transform, the deep learning common model-deep belief networks (DBN) are used to classify the high spatial resolution remote sensing images based on spectral and texture features. The proposed method is compared with the DBN classification method based on single spectral information, the support vector machine (SVM) method and the traditional neural network (NN) classification method. Experimental results show that comparing with the single spectral information, the use of spectral and texture information can effectively improve the classification accuracy of high spatial resolution remote sensing images, and comparing with methods of SVM and NN, the DBN method can accurately explore the distribution law of the high spatial resolution remote sensing images and improve the accuracy of classification. © 2016, Chinese Lasers Press. All right reserved.","Deep belief networks; Deep learning; High spatial resolution; Nonsubsampled contourlet transform; Remote sensing; Remote sensing image classification; Texture","Classification (of information); Image enhancement; Image reconstruction; Image resolution; Image texture; Information use; Remote sensing; Support vector machines; Textures; Deep belief networks; Deep learning; High spatial resolution; Non-sub-sampled contourlet transforms; Remote sensing image classification; Image classification"
"Large patch convolutional neural networks for the scene classification of high spatial resolution imagery","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84967166415&doi=10.1117%2f1.JRS.10.025006&partnerID=40&md5=1a711ffa9cee5a11893fd3fb92dc0941","The increase of the spatial resolution of remote-sensing sensors helps to capture the abundant details related to the semantics of surface objects. However, it is difficult for the popular object-oriented classification approaches to acquire higher level semantics from the high spatial resolution remote-sensing (HSR-RS) images, which is often referred to as the ""semantic gap."" Instead of designing sophisticated operators, convolutional neural networks (CNNs), a typical deep learning method, can automatically discover intrinsic feature descriptors from a large number of input images to bridge the semantic gap. Due to the small data volume of the available HSR-RS scene datasets, which is far away from that of the natural scene datasets, there have been few reports of CNN approaches for HSR-RS image scene classifications. We propose a practical CNN architecture for HSR-RS scene classification, named the large patch convolutional neural network (LPCNN). The large patch sampling is used to generate hundreds of possible scene patches for the feature learning, and a global average pooling layer is used to replace the fully connected network as the classifier, which can greatly reduce the total parameters. The experiments confirm that the proposed LPCNN can learn effective local features to form an effective representation for different land-use scenes, and can achieve a performance that is comparable to the state-of-the-art on public HSR-RS scene datasets. © 2016 Society of Photo-Optical Instrumentation Engineers (SPIE).","deep convolutional neural networks; high spatial resolution image; large patch sampling; remote sensing; scene classification","Classification (of information); Convolution; Image classification; Image resolution; Land use; Neural networks; Remote sensing; Semantics; Convolutional neural network; Fully connected networks; High spatial resolution; High spatial resolution imagery; High spatial resolution images; Object oriented classification; Remote sensing sensors; Scene classification; Deep neural networks"
"Research on marine floating raft aquaculture SAR image target recognition based on deep collaborative sparse coding network","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966487149&doi=10.16383%2fj.aas.2016.c150425&partnerID=40&md5=c05c6b7bb3e7b28c0b9501ba57221f56","Floating raft aquaculture is widely distributed in the offshore ocean of China. Since raft information cannot be obtained accurately in the visible remote sensing image, active imaging images acquired from synthetic aperture radar (SAR) are applied. However, oceanic SAR images are seriously contaminated by speckle noise, and effective features of SAR images are deficient, which make recognition difficult. In order to overcome these problems, a deep collaborative sparse coding network (DCSCN) is proposed to extract features and conduct recognition automatically. The proposed method extracts texture features and contour features from the pre-processed image firstly. Then, it segments the image into patches and learns features of each patch collaboratively through the DCSCN network. The optimized features are used for recognition finally. Experiments on the artificial SAR image and the images of Beidaihe demonstrate that the proposed DCSCN network can accurately obtain the area of floating raft aquaculture. Since the network can learn discriminative features and integrate the correlated neighbor pixels, the DCSCN network improves the recognition accuracy and has better performance in overcoming the contamination of speckle noise. Copyright © 2016 Acta Automatica Sinica. All rights reserved.","Deep learning; Floating raft aquaculture; Sparse auto-encoders; Synthetic aperture radar (SAR); Target recognition","Aquaculture; Codes (symbols); Deep learning; Image coding; Network coding; Radar target recognition; Remote sensing; Speckle; Synthetic aperture radar; Auto encoders; Discriminative features; Floating rafts; Processed images; Recognition accuracy; Remote sensing images; Target recognition; Texture features; Radar imaging"
"Classification of Hyperspectral Remote Sensing Image Using Hierarchical Local-Receptive-Field-Based Extreme Learning Machine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969338344&doi=10.1109%2fLGRS.2016.2517178&partnerID=40&md5=e8232ca89a318fc9ca53683e2a970cd0","This letter proposes a novel classification approach for a hyperspectral image (HSI) using a hierarchical local-receptive-field (LRF)-based extreme learning machine (ELM). As a fast and accurate pattern classification algorithm, ELM has been applied in numerous fields, including the HSI classification. The LRF concept originates from research in neuroscience. Considering the local correlations of spectral features, it is promising to improve the performance of HSI classification by introducing the LRFs. Recent research on deep learning has shown that hierarchical architectures with more layers can potentially extract abstract representation and invariant features for better classification performance. Therefore, we further extend the LRF-based ELM method to a hierarchical model for HSI classification. Experimental results on two widely used real hyperspectral data sets confirm the effectiveness of the proposed HSI classification approach. © 2015 IEEE.","Deep learning; extreme learningmachine (ELM); hyperspectral image(HSI) classification; local receptivefield(LRF)","Deep learning; Hierarchical systems; Image classification; Knowledge acquisition; Remote sensing; Spectroscopy; Abstract representation; Classification algorithm; Classification performance; Extreme learning machine; extreme learningmachine (ELM); Hierarchical architectures; Hyperspectral Remote Sensing Image; local receptivefield(LRF); Classification (of information)"
